predicted_class,probability,class_name,created_at,input_data
2,0.630276417693658,,2026-07-01 18:34:37.912821+00:00,"{'features': [7.4, 2.6, 5.7, 1.5]}"
2,0.797490229953521,,2026-07-01 18:34:37.827026+00:00,"{'features': [5.4, 3.3, 6.8, 1.5]}"
0,0.5548707825047512,,2026-07-01 18:34:37.743902+00:00,"{'features': [5.8, 4.2, 3.8, 2.0]}"
1,0.8345581468598621,,2026-07-01 18:34:37.659750+00:00,"{'features': [5.8, 3.3, 5.5, 0.1]}"
1,0.9014868697650303,,2026-07-01 18:34:37.574578+00:00,"{'features': [7.4, 3.2, 6.6, 0.7]}"
0,0.6200954273366246,,2026-07-01 18:34:37.488323+00:00,"{'features': [4.3, 3.1, 4.6, 1.0]}"
2,0.9636633505699965,,2026-07-01 18:34:37.403534+00:00,"{'features': [5.0, 3.0, 5.4, 2.3]}"
1,0.9411088290258078,,2026-07-01 18:34:37.317775+00:00,"{'features': [6.6, 2.7, 2.1, 0.7]}"
1,0.6299299240880664,,2026-07-01 18:34:37.231511+00:00,"{'features': [7.3, 3.7, 2.2, 0.2]}"
1,0.8283731272965841,,2026-07-01 18:34:37.146809+00:00,"{'features': [7.1, 2.4, 5.3, 1.1]}"
2,0.9704305637178093,,2026-07-01 18:34:37.059068+00:00,"{'features': [6.6, 2.7, 5.7, 2.2]}"
2,0.9704060186989726,,2026-07-01 18:34:36.974977+00:00,"{'features': [6.9, 2.2, 6.8, 1.8]}"
1,0.9676638897975121,,2026-07-01 18:34:36.875763+00:00,"{'features': [7.4, 3.0, 1.6, 1.1]}"
1,0.9931508375805567,,2026-07-01 18:34:36.772198+00:00,"{'features': [7.5, 2.4, 4.6, 0.5]}"
1,0.9197357567142469,,2026-07-01 18:34:36.687274+00:00,"{'features': [7.1, 3.3, 5.4, 1.0]}"
0,0.5132326498683268,,2026-07-01 18:34:36.618352+00:00,"{'features': [6.9, 4.2, 1.6, 2.2]}"
1,0.6408858555664205,,2026-07-01 18:34:36.533827+00:00,"{'features': [6.0, 3.4, 4.1, 1.8]}"
1,0.9877921505072067,,2026-07-01 18:34:36.448707+00:00,"{'features': [7.8, 3.4, 4.3, 0.3]}"
1,0.9384813664239168,,2026-07-01 18:34:36.362400+00:00,"{'features': [4.7, 2.0, 4.0, 0.9]}"
1,0.7613923649971444,,2026-07-01 18:34:36.277923+00:00,"{'features': [6.5, 2.4, 4.6, 1.4]}"
2,0.8183726640580303,,2026-07-01 18:34:36.192330+00:00,"{'features': [5.9, 3.7, 6.1, 1.8]}"
0,0.8478348054213505,,2026-07-01 18:34:36.106054+00:00,"{'features': [6.4, 4.1, 2.1, 1.0]}"
2,0.7730824551985447,,2026-07-01 18:34:36.022543+00:00,"{'features': [4.4, 3.0, 5.6, 1.8]}"
2,0.9332164658208186,,2026-07-01 18:34:35.935680+00:00,"{'features': [6.1, 2.2, 5.1, 2.1]}"
1,0.42079932996626895,,2026-07-01 18:34:35.852738+00:00,"{'features': [5.0, 3.4, 4.7, 1.8]}"
1,0.9400175730460114,,2026-07-01 18:34:35.765139+00:00,"{'features': [7.2, 2.9, 6.7, 0.5]}"
1,0.8736937202018206,,2026-07-01 18:34:35.673198+00:00,"{'features': [7.2, 3.6, 3.4, 1.7]}"
1,0.8787312620577442,,2026-07-01 18:34:35.542428+00:00,"{'features': [4.9, 2.5, 4.5, 0.6]}"
2,0.9817903276986398,,2026-07-01 18:34:35.456487+00:00,"{'features': [4.3, 3.6, 6.2, 2.4]}"
2,0.9928061368648236,,2026-07-01 18:34:35.370716+00:00,"{'features': [5.0, 2.4, 6.7, 2.2]}"
2,0.9655810705631837,,2026-07-01 18:34:35.285378+00:00,"{'features': [5.3, 2.9, 6.4, 2.0]}"
2,0.8156272204408994,,2026-07-01 18:34:35.202307+00:00,"{'features': [5.4, 3.4, 5.6, 1.9]}"
1,0.626548986206035,,2026-07-01 18:34:35.118270+00:00,"{'features': [4.3, 2.8, 4.8, 1.0]}"
0,0.8044451117147788,,2026-07-01 18:34:35.025243+00:00,"{'features': [4.4, 2.9, 3.3, 0.5]}"
2,0.9338929580211779,,2026-07-01 18:34:34.946709+00:00,"{'features': [5.6, 3.8, 5.4, 2.3]}"
0,0.7038536096941599,,2026-07-01 18:34:34.871160+00:00,"{'features': [5.8, 4.3, 6.0, 0.3]}"
1,0.9735427845849558,,2026-07-01 18:34:34.780644+00:00,"{'features': [6.5, 2.9, 4.3, 0.6]}"
1,0.8846644753451892,,2026-07-01 18:34:34.701399+00:00,"{'features': [7.3, 2.3, 6.6, 0.6]}"
1,0.9233383067591141,,2026-07-01 18:34:34.625650+00:00,"{'features': [6.8, 2.5, 6.7, 0.5]}"
0,0.9990886223488272,,2026-07-01 18:34:34.549706+00:00,"{'features': [4.3, 3.9, 1.2, 0.2]}"
2,0.7248436925792375,,2026-07-01 18:34:34.472397+00:00,"{'features': [6.0, 2.3, 2.8, 2.4]}"
0,0.6478868936968684,,2026-07-01 18:34:34.395170+00:00,"{'features': [5.1, 3.4, 3.5, 1.2]}"
0,0.5455395052947424,,2026-07-01 18:34:34.318097+00:00,"{'features': [5.1, 3.7, 6.2, 0.3]}"
1,0.9150703522942457,,2026-07-01 18:34:34.240436+00:00,"{'features': [5.5, 2.6, 3.9, 1.2]}"
0,0.9694601267276934,,2026-07-01 18:34:34.161409+00:00,"{'features': [4.9, 3.9, 1.5, 2.0]}"
2,0.6872586923971153,,2026-07-01 18:34:34.080563+00:00,"{'features': [6.7, 4.1, 5.4, 1.9]}"
1,0.36739462572742715,,2026-07-01 18:34:33.945105+00:00,"{'features': [5.1, 4.0, 6.4, 1.4]}"
0,0.9618017866133891,,2026-07-01 18:34:33.860516+00:00,"{'features': [5.7, 4.2, 3.1, 0.4]}"
1,0.9729024168347022,,2026-07-01 18:34:33.743813+00:00,"{'features': [5.7, 2.0, 3.6, 1.0]}"
1,0.8873801992897807,,2026-07-01 18:34:33.666140+00:00,"{'features': [7.0, 3.6, 3.9, 1.5]}"
1,0.9394706390387951,,2026-07-01 18:34:33.574503+00:00,"{'features': [6.7, 2.6, 4.1, 1.2]}"
1,0.6206806854142578,,2026-07-01 18:34:33.480622+00:00,"{'features': [4.7, 2.9, 4.9, 0.4]}"
1,0.5892742917380818,,2026-07-01 18:34:33.401552+00:00,"{'features': [6.6, 2.6, 5.0, 1.5]}"
1,0.9563676724721382,,2026-07-01 18:34:33.322902+00:00,"{'features': [7.4, 2.1, 1.5, 1.8]}"
2,0.9860672764403869,,2026-07-01 18:34:33.245514+00:00,"{'features': [5.3, 2.0, 5.6, 2.3]}"
1,0.6936313187858054,,2026-07-01 18:34:33.150085+00:00,"{'features': [6.1, 3.9, 5.1, 1.4]}"
1,0.81392353624931,,2026-07-01 18:34:33.049630+00:00,"{'features': [7.2, 3.4, 1.4, 1.0]}"
1,0.8472514092761124,,2026-07-01 18:34:32.947558+00:00,"{'features': [6.2, 2.5, 3.5, 1.6]}"
1,0.597747197304882,,2026-07-01 18:34:32.862112+00:00,"{'features': [4.3, 2.4, 2.4, 2.0]}"
2,0.8375933871496417,,2026-07-01 18:34:32.778501+00:00,"{'features': [4.3, 2.1, 6.7, 1.4]}"
1,0.8858382455120372,,2026-07-01 18:34:32.710464+00:00,"{'features': [7.5, 2.9, 1.0, 2.3]}"
1,0.9769866760033562,,2026-07-01 18:34:32.626874+00:00,"{'features': [7.2, 2.9, 3.2, 1.2]}"
1,0.7362586321382432,,2026-07-01 18:34:32.544028+00:00,"{'features': [7.1, 4.1, 3.5, 1.1]}"
0,0.7822289260720621,,2026-07-01 18:34:32.458127+00:00,"{'features': [4.5, 2.8, 3.0, 0.4]}"
1,0.9870716688337351,,2026-07-01 18:34:32.376258+00:00,"{'features': [7.7, 3.0, 2.2, 1.1]}"
0,0.9509827440241994,,2026-07-01 18:34:32.290329+00:00,"{'features': [6.6, 4.2, 1.5, 0.3]}"
1,0.689024162744094,,2026-07-01 18:34:32.207313+00:00,"{'features': [5.7, 2.6, 4.3, 1.6]}"
2,0.694829063029451,,2026-07-01 18:34:32.124002+00:00,"{'features': [6.4, 3.9, 6.0, 1.7]}"
1,0.5923806574823514,,2026-07-01 18:34:32.040286+00:00,"{'features': [5.5, 2.7, 2.2, 2.3]}"
1,0.9521456674238387,,2026-07-01 18:34:31.957399+00:00,"{'features': [7.7, 4.1, 6.2, 0.7]}"
1,0.9684263167253614,,2026-07-01 18:34:31.873103+00:00,"{'features': [7.2, 2.3, 2.0, 1.6]}"
0,0.9810382856908645,,2026-07-01 18:34:31.791805+00:00,"{'features': [4.3, 4.1, 3.2, 1.8]}"
1,0.6787019864564426,,2026-07-01 18:34:31.689189+00:00,"{'features': [5.5, 3.4, 5.2, 1.4]}"
1,0.5851211723381102,,2026-07-01 18:34:31.603868+00:00,"{'features': [7.3, 3.9, 2.7, 0.2]}"
1,0.9617609440004021,,2026-07-01 18:34:31.519453+00:00,"{'features': [6.9, 3.6, 5.8, 0.5]}"
0,0.7977462872733073,,2026-07-01 18:34:31.435120+00:00,"{'features': [6.3, 3.7, 1.8, 0.6]}"
1,0.8795012752901552,,2026-07-01 18:34:31.350225+00:00,"{'features': [6.6, 3.5, 5.8, 1.0]}"
1,0.949253840837032,,2026-07-01 18:34:31.266641+00:00,"{'features': [6.9, 2.9, 6.2, 0.6]}"
1,0.7988130915241125,,2026-07-01 18:34:31.180664+00:00,"{'features': [4.8, 2.1, 3.1, 1.7]}"
0,0.7628437462187372,,2026-07-01 18:34:31.097698+00:00,"{'features': [5.9, 4.2, 4.7, 0.6]}"
1,0.9647878057662566,,2026-07-01 18:34:31.012989+00:00,"{'features': [7.0, 2.8, 1.4, 1.4]}"
1,0.8103687978324138,,2026-07-01 18:34:30.913871+00:00,"{'features': [6.2, 3.5, 3.9, 1.5]}"
0,0.9943336787843104,,2026-07-01 18:34:30.826174+00:00,"{'features': [4.6, 4.2, 1.2, 2.1]}"
1,0.8351843101417358,,2026-07-01 18:34:30.725917+00:00,"{'features': [7.6, 2.3, 5.2, 1.1]}"
2,0.661018428251759,,2026-07-01 18:34:30.640470+00:00,"{'features': [6.1, 4.0, 5.0, 2.0]}"
1,0.7025346986202624,,2026-07-01 18:34:30.539091+00:00,"{'features': [7.0, 3.9, 3.4, 2.0]}"
0,0.565452451498236,,2026-07-01 18:34:30.440356+00:00,"{'features': [5.5, 4.1, 6.1, 0.7]}"
2,0.49329650326658453,,2026-07-01 18:34:30.353433+00:00,"{'features': [5.6, 3.2, 3.3, 2.2]}"
0,0.9824819862224505,,2026-07-01 18:34:30.269083+00:00,"{'features': [5.4, 3.9, 1.3, 0.8]}"
2,0.9037227006421324,,2026-07-01 18:34:30.254245+00:00,"{'features': [7.0, 3.2, 6.7, 1.7]}"
1,0.9833972371912034,,2026-07-01 18:34:30.184869+00:00,"{'features': [6.6, 2.7, 4.1, 0.7]}"
1,0.6925035647071999,,2026-07-01 18:34:30.127762+00:00,"{'features': [6.7, 3.0, 5.2, 1.4]}"
2,0.49305184535342633,,2026-07-01 18:34:30.088819+00:00,"{'features': [4.4, 3.2, 3.2, 2.4]}"
1,0.9608572282872774,,2026-07-01 18:34:30.071987+00:00,"{'features': [4.8, 2.0, 6.4, 0.3]}"
1,0.9572659141183671,,2026-07-01 18:34:30.042171+00:00,"{'features': [6.3, 2.5, 3.2, 0.1]}"
1,0.8042243348167809,,2026-07-01 18:34:29.999649+00:00,"{'features': [7.6, 4.1, 2.1, 1.7]}"
1,0.9297507942529377,,2026-07-01 18:34:29.986156+00:00,"{'features': [4.3, 2.2, 6.1, 0.3]}"
0,0.5855530204218701,,2026-07-01 18:34:29.959896+00:00,"{'features': [6.7, 4.3, 3.8, 0.9]}"
1,0.7622712606267996,,2026-07-01 18:34:29.898742+00:00,"{'features': [6.1, 3.6, 4.4, 0.9]}"
0,0.8661544873430622,,2026-07-01 18:34:29.875012+00:00,"{'features': [5.3, 3.7, 2.2, 1.6]}"
0,0.588094357806642,,2026-07-01 18:34:29.811681+00:00,"{'features': [6.3, 3.8, 1.2, 2.2]}"
2,0.6126242250488313,,2026-07-01 18:34:29.788661+00:00,"{'features': [5.4, 3.3, 4.1, 2.1]}"
1,0.9600523935155078,,2026-07-01 18:34:29.726790+00:00,"{'features': [7.1, 2.1, 4.2, 1.0]}"
1,0.7036647653382161,,2026-07-01 18:34:29.699454+00:00,"{'features': [5.5, 3.5, 5.0, 1.0]}"
0,0.42187854374561534,,2026-07-01 18:34:29.644783+00:00,"{'features': [4.9, 3.2, 2.6, 2.2]}"
1,0.9933428642739103,,2026-07-01 18:34:29.569016+00:00,"{'features': [6.7, 2.4, 4.4, 0.4]}"
1,0.5108127608740116,,2026-07-01 18:34:29.542791+00:00,"{'features': [7.0, 3.9, 5.6, 1.6]}"
2,0.9637506718302833,,2026-07-01 18:34:29.485498+00:00,"{'features': [7.5, 2.1, 4.5, 2.4]}"
2,0.6876735006106757,,2026-07-01 18:34:29.442343+00:00,"{'features': [7.3, 3.2, 5.2, 1.8]}"
0,0.8701462064207034,,2026-07-01 18:34:29.385812+00:00,"{'features': [6.6, 4.2, 1.8, 1.0]}"
1,0.5186628900369884,,2026-07-01 18:34:29.358540+00:00,"{'features': [6.1, 3.5, 5.7, 1.5]}"
0,0.9098965980174272,,2026-07-01 18:34:29.303097+00:00,"{'features': [5.2, 3.8, 1.6, 2.1]}"
0,0.8973686109091482,,2026-07-01 18:34:29.274710+00:00,"{'features': [5.2, 4.3, 5.5, 0.6]}"
1,0.664605475527016,,2026-07-01 18:34:29.200871+00:00,"{'features': [6.8, 3.5, 2.4, 0.5]}"
1,0.7595296900486027,,2026-07-01 18:34:29.188527+00:00,"{'features': [5.3, 2.6, 3.6, 0.1]}"
0,0.9566020023022446,,2026-07-01 18:34:29.102520+00:00,"{'features': [5.2, 3.3, 1.3, 0.3]}"
1,0.822662417282553,,2026-07-01 18:34:29.099809+00:00,"{'features': [5.1, 2.3, 1.7, 1.5]}"
0,0.9972640481462719,,2026-07-01 18:34:29.015657+00:00,"{'features': [4.6, 4.2, 2.7, 0.3]}"
1,0.9662367858994756,,2026-07-01 18:34:29.001250+00:00,"{'features': [5.8, 2.6, 4.7, 0.4]}"
1,0.9268694289540511,,2026-07-01 18:34:28.937545+00:00,"{'features': [6.1, 2.6, 6.0, 0.7]}"
1,0.6576498026282953,,2026-07-01 18:34:28.918050+00:00,"{'features': [6.9, 3.8, 2.7, 0.9]}"
1,0.9258786832530443,,2026-07-01 18:34:28.849704+00:00,"{'features': [7.3, 3.0, 5.2, 1.0]}"
2,0.7206890243365764,,2026-07-01 18:34:28.836152+00:00,"{'features': [7.0, 2.8, 5.8, 1.6]}"
2,0.9212425279098785,,2026-07-01 18:34:28.763313+00:00,"{'features': [7.0, 4.1, 6.0, 2.1]}"
1,0.7731970709971752,,2026-07-01 18:34:28.752936+00:00,"{'features': [6.6, 3.2, 2.9, 0.1]}"
2,0.8345426224773761,,2026-07-01 18:34:28.697150+00:00,"{'features': [6.2, 2.6, 5.2, 1.9]}"
1,0.5212369911964705,,2026-07-01 18:34:28.670353+00:00,"{'features': [4.4, 3.0, 4.4, 1.5]}"
1,0.9383000796710776,,2026-07-01 18:34:28.630157+00:00,"{'features': [7.8, 3.9, 3.1, 1.2]}"
1,0.552402019481466,,2026-07-01 18:34:28.544912+00:00,"{'features': [6.4, 2.9, 3.9, 1.9]}"
1,0.8940180111826451,,2026-07-01 18:34:28.462296+00:00,"{'features': [7.0, 2.7, 6.4, 0.7]}"
1,0.8164763144135961,,2026-07-01 18:34:28.393089+00:00,"{'features': [7.3, 3.2, 1.5, 0.2]}"
1,0.9432146617594288,,2026-07-01 18:34:28.308591+00:00,"{'features': [6.7, 2.6, 1.4, 1.9]}"
1,0.8077542121427278,,2026-07-01 18:34:28.224382+00:00,"{'features': [5.5, 3.1, 4.2, 1.0]}"
2,0.6252569188558722,,2026-07-01 18:34:28.141654+00:00,"{'features': [6.6, 2.1, 6.8, 1.1]}"
1,0.7480874291185029,,2026-07-01 18:34:28.059010+00:00,"{'features': [7.6, 3.8, 4.7, 1.6]}"
0,0.9014598410567575,,2026-07-01 18:34:27.971004+00:00,"{'features': [4.3, 3.9, 5.9, 0.7]}"
0,0.72801821075502,,2026-07-01 18:34:27.887979+00:00,"{'features': [6.3, 4.1, 3.4, 0.8]}"
2,0.8433824935176564,,2026-07-01 18:34:27.804396+00:00,"{'features': [6.6, 3.1, 3.8, 2.4]}"
2,0.6171052483007957,,2026-07-01 18:34:27.718363+00:00,"{'features': [7.6, 4.3, 4.2, 2.2]}"
1,0.816902971942461,,2026-07-01 18:34:27.636064+00:00,"{'features': [7.3, 3.3, 2.7, 2.0]}"
1,0.7683633649994079,,2026-07-01 18:34:27.548730+00:00,"{'features': [7.0, 3.7, 3.4, 1.9]}"
1,0.9840296738664002,,2026-07-01 18:34:27.463621+00:00,"{'features': [5.8, 2.5, 6.3, 0.1]}"
1,0.8739776306695171,,2026-07-01 18:34:27.380306+00:00,"{'features': [5.0, 2.1, 3.0, 0.4]}"
0,0.9961553923552936,,2026-07-01 18:34:27.296017+00:00,"{'features': [4.9, 4.2, 1.9, 0.7]}"
2,0.9240587873250159,,2026-07-01 18:34:27.212397+00:00,"{'features': [6.1, 4.2, 6.5, 2.0]}"
1,0.690983191015469,,2026-07-01 18:34:27.130053+00:00,"{'features': [7.5, 2.7, 4.0, 1.7]}"
0,0.5366272049410739,,2026-07-01 18:34:27.030805+00:00,"{'features': [7.4, 4.3, 2.2, 1.1]}"
1,0.980248943849339,,2026-07-01 18:34:26.945812+00:00,"{'features': [6.1, 2.0, 2.0, 1.3]}"
1,0.6630666225989963,,2026-07-01 18:34:26.864306+00:00,"{'features': [5.0, 3.4, 6.6, 0.1]}"
1,0.9767139613449651,,2026-07-01 18:34:26.786400+00:00,"{'features': [7.6, 3.6, 4.4, 0.7]}"
0,0.5914893698334719,,2026-07-01 18:34:26.707999+00:00,"{'features': [4.8, 2.8, 3.6, 0.2]}"
1,0.7945974215213599,,2026-07-01 18:34:26.629978+00:00,"{'features': [7.5, 4.1, 2.6, 1.4]}"
1,0.986080352706114,,2026-07-01 18:34:26.551788+00:00,"{'features': [6.9, 2.4, 2.9, 1.1]}"
1,0.7688802357275681,,2026-07-01 18:34:26.474208+00:00,"{'features': [5.9, 2.4, 1.6, 0.1]}"
0,0.9648717040885411,,2026-07-01 18:34:26.396223+00:00,"{'features': [5.7, 4.1, 1.5, 1.3]}"
1,0.571006164030242,,2026-07-01 18:34:26.318718+00:00,"{'features': [4.9, 3.2, 4.5, 1.6]}"
1,0.9382680701942977,,2026-07-01 18:34:26.241704+00:00,"{'features': [6.5, 2.2, 6.7, 0.4]}"
2,0.5590026344003746,,2026-07-01 18:34:26.149028+00:00,"{'features': [6.5, 3.1, 6.1, 1.4]}"
1,0.8007406638994904,,2026-07-01 18:34:26.072360+00:00,"{'features': [5.5, 2.9, 4.9, 1.3]}"
2,0.8004184351720838,,2026-07-01 18:34:25.993913+00:00,"{'features': [6.0, 3.6, 5.6, 1.9]}"
1,0.9653686900057806,,2026-07-01 18:34:25.917922+00:00,"{'features': [7.2, 3.9, 6.5, 0.2]}"
1,0.9504061917774975,,2026-07-01 18:34:25.838962+00:00,"{'features': [7.8, 2.7, 4.7, 1.0]}"
1,0.8552325701178602,,2026-07-01 18:34:25.758694+00:00,"{'features': [6.5, 2.8, 5.7, 1.0]}"
1,0.9235884566411869,,2026-07-01 18:34:25.637442+00:00,"{'features': [5.8, 3.1, 5.4, 0.5]}"
2,0.49006204252668284,,2026-07-01 18:34:25.575790+00:00,"{'features': [6.4, 4.0, 4.1, 2.1]}"
0,0.8377114883023513,,2026-07-01 18:34:25.498538+00:00,"{'features': [5.8, 3.6, 1.5, 1.2]}"
1,0.7747646610206005,,2026-07-01 18:34:25.420548+00:00,"{'features': [6.9, 3.6, 1.3, 2.1]}"
0,0.7449538348667499,,2026-07-01 18:34:25.334186+00:00,"{'features': [5.9, 4.3, 4.1, 1.4]}"
2,0.9118963738449155,,2026-07-01 18:34:25.250393+00:00,"{'features': [6.9, 3.2, 5.4, 2.1]}"
1,0.8042337763550081,,2026-07-01 18:34:25.165109+00:00,"{'features': [5.4, 2.7, 3.9, 0.2]}"
0,0.7191362285290582,,2026-07-01 18:34:25.082810+00:00,"{'features': [4.7, 2.6, 1.2, 1.2]}"
1,0.8016578685241504,,2026-07-01 18:34:24.998835+00:00,"{'features': [6.1, 2.7, 1.8, 0.6]}"
1,0.9655898312624698,,2026-07-01 18:34:24.919995+00:00,"{'features': [5.8, 2.8, 5.8, 0.4]}"
2,0.978679186548602,,2026-07-01 18:34:22.123055+00:00,"{'features': [6.7, 4.1, 6.4, 2.3]}"
1,0.8296727764174289,,2026-07-01 18:34:22.041694+00:00,"{'features': [5.6, 2.6, 1.8, 1.4]}"
0,0.7419032496270765,,2026-07-01 18:34:21.940686+00:00,"{'features': [5.0, 3.1, 2.3, 1.1]}"
1,0.9824658435975121,,2026-07-01 18:34:21.853600+00:00,"{'features': [7.3, 3.5, 5.6, 0.2]}"
1,0.8946653205075906,,2026-07-01 18:34:21.771261+00:00,"{'features': [6.9, 3.2, 1.7, 2.0]}"
1,0.7311401067875527,,2026-07-01 18:34:21.684259+00:00,"{'features': [4.7, 2.1, 6.3, 0.9]}"
2,0.5422712970951358,,2026-07-01 18:34:21.601074+00:00,"{'features': [6.6, 3.1, 5.7, 1.5]}"
0,0.9755262695857113,,2026-07-01 18:34:21.518319+00:00,"{'features': [4.5, 4.3, 4.3, 1.4]}"
0,0.9880915219558841,,2026-07-01 18:34:21.436788+00:00,"{'features': [4.6, 3.7, 2.2, 0.6]}"
0,0.7585135587625769,,2026-07-01 18:34:21.353352+00:00,"{'features': [6.8, 4.1, 2.1, 0.8]}"
0,0.9830737483346197,,2026-07-01 18:34:21.269249+00:00,"{'features': [4.6, 3.8, 2.7, 0.8]}"
0,0.8808312103692264,,2026-07-01 18:34:21.200622+00:00,"{'features': [5.8, 3.7, 2.6, 0.3]}"
0,0.8952448941784465,,2026-07-01 18:34:21.118827+00:00,"{'features': [6.3, 4.1, 2.1, 0.8]}"
1,0.9773649651029997,,2026-07-01 18:34:21.035205+00:00,"{'features': [6.6, 2.3, 5.9, 0.4]}"
1,0.8888761442204967,,2026-07-01 18:34:20.950426+00:00,"{'features': [6.3, 3.6, 5.3, 0.8]}"
2,0.7816848763194443,,2026-07-01 18:34:20.867568+00:00,"{'features': [6.0, 3.0, 5.5, 1.8]}"
2,0.9875764692379496,,2026-07-01 18:34:20.784348+00:00,"{'features': [7.8, 2.1, 6.4, 2.1]}"
0,0.6911242650178544,,2026-07-01 18:34:20.699546+00:00,"{'features': [7.2, 4.0, 1.1, 0.9]}"
2,0.9921673059437424,,2026-07-01 18:34:20.618288+00:00,"{'features': [4.4, 2.3, 5.9, 2.4]}"
2,0.8703973012803665,,2026-07-01 18:34:20.533737+00:00,"{'features': [6.0, 3.6, 6.0, 1.9]}"
1,0.6476248681865484,,2026-07-01 18:34:20.449204+00:00,"{'features': [6.3, 3.3, 2.6, 0.6]}"
2,0.9195556558778945,,2026-07-01 18:34:20.364144+00:00,"{'features': [5.1, 2.8, 5.3, 2.1]}"
1,0.983106150718281,,2026-07-01 18:34:20.280348+00:00,"{'features': [6.9, 2.4, 1.6, 0.9]}"
1,0.9384261849599415,,2026-07-01 18:34:20.194222+00:00,"{'features': [5.3, 2.5, 4.7, 0.4]}"
0,0.7954358863218489,,2026-07-01 18:34:20.111586+00:00,"{'features': [5.2, 4.2, 5.5, 1.0]}"
2,0.5228005455459609,,2026-07-01 18:34:20.026766+00:00,"{'features': [7.7, 4.3, 5.6, 1.7]}"
0,0.9928237728505293,,2026-07-01 18:34:19.944124+00:00,"{'features': [4.8, 4.2, 2.7, 0.8]}"
0,0.6149884572521699,,2026-07-01 18:34:19.856487+00:00,"{'features': [5.5, 4.2, 5.5, 1.2]}"
1,0.5989526198253744,,2026-07-01 18:34:19.771047+00:00,"{'features': [5.6, 3.7, 6.0, 0.1]}"
